32.576138,-117.1052018
32.5836904,-117.129766
32.6003829,-117.0520495
32.605633,-117.039125
32.6307524,-117.0750716
32.6307524,-117.0750716
32.6382925,-117.0918901
32.665934,-115.496645
32.665934,-115.496645
32.665934,-115.496645
32.665934,-115.496645
32.665934,-115.496645
32.665934,-115.496645
32.665934,-115.496645
32.6815721,-117.073306
32.6897502,-117.0851039
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7096424,-117.1564501
32.7158455,-117.1600043
32.7158455,-117.1600043
32.7158455,-117.1600043
32.7158455,-117.1600043
32.716257,-117.163192
32.716257,-117.163192
32.716257,-117.163192
32.716257,-117.163192
32.716257,-117.163192
32.716257,-117.163192
32.716257,-117.163192
32.716257,-117.163192
32.7167658,-117.167726
32.7167658,-117.167726
32.7167658,-117.167726
32.7167658,-117.167726
32.7167658,-117.167726
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.7206934,-117.1664822
32.722394,-117.158825
32.722394,-117.158825
32.722394,-117.158825
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.729537,-116.961382
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.7304179,-117.2247888
32.742395,-117.033953
32.745368,-116.927615
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7466557,-117.1618361
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7471839,-116.9784041
32.7487266,-117.1492774
32.7487266,-117.1492774
32.7487266,-117.1492774
32.7487266,-117.1492774
32.751962,-117.246994
32.751962,-117.246994
32.7529929,-117.206281
32.7529929,-117.206281
32.7529929,-117.206281
32.7529929,-117.206281
32.7529929,-117.206281
32.7529929,-117.206281
32.7529929,-117.206281
32.7529929,-117.206281
32.7529929,-117.206281
32.7529929,-117.206281
32.7561056,-117.0144575
32.7632553,-116.9616321
32.7651749,-117.1974126
32.7651749,-117.1974126
32.7651749,-117.1974126
32.7651749,-117.1974126
32.7694751,-116.9284542
32.7706306,-117.0082162
32.7706306,-117.0082162
32.7706306,-117.0082162
32.7706306,-117.0082162
32.7706306,-117.0082162
32.7706306,-117.0082162
32.7706306,-117.0082162
32.7706306,-117.0082162
