Big Bear Lake,34.2439029,-116.8979265, 100
Riverside,33.977114,-117.339503, 100
West Covina,34.07485,-117.9081885, 100
Pasadena,34.1581581,-118.1321721, 100
Temple City,34.1132845,-118.0733839, 100
La Cañada Flintridge,34.204859,-118.200456, 100
Los Angeles,34.0737723,-118.2077664, 100
El Monte,34.075573,-118.008123, 100
Rosemead,34.069459,-118.090162, 100
Alhambra,34.080498,-118.122697, 100
Big Bear Lake,34.242977,-116.887908, 100
San Bernardino,34.1917566,-117.3605948, 100
Los Angeles,34.1390349,-118.2089479, 100
Los Angeles,34.1058069,-118.1994905, 100
Glendora,34.113606,-117.872192, 100
West Covina,34.050466,-117.908465, 100
Duarte,34.1371981,-117.9858837, 100
Alhambra,34.0919456,-118.14256, 100
Los Angeles,34.068618,-118.200234, 100
Camarillo,34.2188483,-119.0513301, 100
Santa Clarita,34.433876,-118.531972, 100
Rancho Palos Verdes,33.7491379,-118.40723, 100
Los Angeles,34.0737723,-118.2077664, 100
Los Angeles,34.0590842,-118.3766319, 100
La Cañada Flintridge,34.204859,-118.200456, 100
Santa Monica,34.0210438,-118.4959022, 100
Long Beach,33.7883943,-118.1080725, 100
Westminster,33.7309281,-117.97262979999999, 100
Calabasas,34.1465517,-118.6984279, 100
Burbank,34.167715,-118.322948, 100
Santa Clarita,34.3795752,-118.5427022, 100
Los Angeles,34.046744,-118.4483181, 100
Sylmar,34.3025483,-118.4364543, 100
Woodland Hills,34.18084,-118.606682, 100
Los Angeles,34.0499909,-118.4354707, 100
Los Angeles,34.040663,-118.437858, 100
Alhambra,34.080498,-118.122697, 100
Moorpark,34.2957286,-118.8439514, 100
Alameda,37.7671857,-122.2424692, 100
Millbrae,37.6020855,-122.3923757, 100
San Francisco,37.780882,-122.474169, 100
San Leandro,37.6910189,-122.152891, 100
San Francisco,37.742666,-122.490045, 100
El Cerrito,37.9102604,-122.299498, 100
San Francisco,37.7895975,-122.4042789, 100
Mill Valley,37.8985431,-122.5376224, 100
Daly City,37.6929808,-122.4742165, 100
Menlo Park,37.4557474,-122.1829261, 100
Alamo,37.8474001,-122.0308397, 100
South San Francisco,37.6496627,-122.4689549, 100
Oakland,37.834671900000004,-122.2121825, 100
San Francisco,37.7123128,-122.4030922, 100
San Francisco,37.7872086,-122.4008958, 100
San Mateo,37.573534,-122.334446, 100
Dublin,37.70581689999999,-121.9222574, 100
Mountain View,37.4158448,-122.07729, 100
San Francisco,37.7421328,-122.4226266, 100
San Francisco,37.780882,-122.474169, 100
Millbrae,37.6020855,-122.3923757, 100
San Leandro,37.6910189,-122.152891, 100
Albany,37.890742,-122.285773, 100
El Cerrito,37.9102604,-122.299498, 100
San Pablo,37.9679834,-122.3442743, 100
Mill Valley,37.8985431,-122.5376224, 100
San Francisco,37.742666,-122.490045, 100
San Francisco,37.7895975,-122.4042789, 100
Alamo,37.8474001,-122.0308397, 100
Daly City,37.6929808,-122.4742165, 100
Oakland,37.834671900000004,-122.2121825, 100
South San Francisco,37.6496627,-122.4689549, 100
Menlo Park,37.4557474,-122.1829261, 100
Napa,38.2803153,-122.2653379, 100
San Francisco,37.7872086,-122.4008958, 100
San Francisco,37.7123128,-122.4030922, 100
Berkeley,37.86299,-122.2583756, 100
Dublin,37.70581689999999,-121.9222574, 100
Alhambra,34.0680924,-118.1496024, 100
Alhambra,34.080498,-118.122697, 100
Alhambra,34.09137,-118.119664, 100
Alhambra,34.0874961,-118.1346169, 100
Alhambra,34.087596,-118.152276, 100
Alhambra,34.0919456,-118.14256, 100
Alhambra,34.1048248,-118.1341645, 100
Rancho Palos Verdes,33.7491379,-118.40723, 100
Los Angeles,34.0737723,-118.2077664, 100
Temple City,34.1132845,-118.0733839, 100
Westminster,33.7309281,-117.97262979999999, 100
La Cañada Flintridge,34.204859,-118.200456, 100
El Monte,34.075573,-118.008123, 100
West Covina,34.07485,-117.9081885, 100
Los Angeles,34.1058069,-118.1994905, 100
Pasadena,34.1581581,-118.1321721, 100
Rosemead,34.069459,-118.090162, 100
Los Angeles,34.0590842,-118.3766319, 100
Los Angeles,34.1390349,-118.2089479, 100
San Diego,32.9048563,-117.1454034, 100
Carlsbad,33.121631,-117.318757, 100
Oceanside,33.2376334,-117.2979262, 100
Irvine,33.6870618,-117.8552061, 100
Rancho Palos Verdes,33.7491379,-118.40723, 100
Westminster,33.7309281,-117.97262979999999, 100
Irvine,33.66917520000001,-117.7654926, 100
Encinitas,33.0649946,-117.3016042, 100
Long Beach,33.7883943,-118.1080725, 100
Santa Ana,33.7004874,-117.8879276, 100
Carlsbad,33.1566912,-117.3502563, 100
Fullerton,33.8700498,-117.9673462, 100
West Covina,34.07485,-117.9081885, 100
Los Angeles,34.0737723,-118.2077664, 100
Irvine,33.6441029,-117.7441362, 100
Long Beach,33.8350173,-118.1889413, 100
Fountain Valley,33.7164646,-117.9637038, 100
Fullerton,33.85981,-117.9250115, 100
Anaheim,33.8651924,-117.8630427, 100
Sacramento,38.579557199999996,-121.4882219, 100
Twain Harte,38.03836099999999,-120.230081, 100
Sacramento,38.5557659,-121.5011622, 100
Sacramento,38.5168068,-121.5171695, 100
Rocklin,38.79597,-121.2893884, 100
Sacramento,38.5472954,-121.3574203, 100
Sacramento,38.4688324,-121.4261914, 100
Rocklin,38.810834,-121.2827168, 100
Stockton,38.0194758,-121.3239861, 100
Fair Oaks,38.663914,-121.243808, 100
Sacramento,38.5956307,-121.4020559, 100
Sacramento,38.55722859999999,-121.4105173, 100
Sacramento,38.6612288,-121.3464225, 100
South Lake Tahoe,38.91751300000001,-120.011352, 100
West Sacramento,38.572851,-121.579025, 100
Sacramento,38.6734426,-121.3550203, 100
Stockton,37.9867984,-121.3212953, 100
Folsom,38.70668149999999,-121.1702724, 100
Stockton,37.9643519,-121.336973, 100
Sacramento,38.6283839,-121.382594, 100
American Canyon,38.1793962,-122.255765, 100
Napa,38.301256,-122.310814, 100
San Francisco,37.780882,-122.474169, 100
Millbrae,37.6020855,-122.3923757, 100
San Pablo,37.9679834,-122.3442743, 100
El Cerrito,37.9102604,-122.299498, 100
Napa,38.2803153,-122.2653379, 100
San Leandro,37.6910189,-122.152891, 100
Mill Valley,37.8985431,-122.5376224, 100
San Francisco,37.742666,-122.490045, 100
Alamo,37.8474001,-122.0308397, 100
San Francisco,37.7895975,-122.4042789, 100
Novato,38.100459,-122.5750003, 100
Daly City,37.6929808,-122.4742165, 100
Tracy,37.723082,-121.532254, 100
Fairfield,38.2205054,-122.1265134, 100
Oakland,37.834671900000004,-122.2121825, 100
South San Francisco,37.6496627,-122.4689549, 100
Anaheim,33.8651924,-117.8630427, 100
Anaheim,33.83677410000001,-117.872074, 100
Anaheim,33.8035325,-117.9157105, 100
Anaheim,33.8184707,-117.9087199, 100
Anaheim,33.8469582,-117.9061416, 100
Anaheim,33.8255602,-117.9588328, 100
Anaheim,33.8289249,-117.9754549, 100
Anaheim,33.8467904,-117.8796324, 100
Anaheim,33.831928,-117.9938049, 100
Anaheim,33.8469723,-117.8889117, 100
Anaheim,33.8035112,-117.9409286, 100
Irvine,33.6870618,-117.8552061, 100
Westminster,33.7309281,-117.97262979999999, 100
Anaheim,33.8426511,-117.9416292, 100
Anaheim,33.8341083,-117.9009792, 100
Fullerton,33.8700498,-117.9673462, 100
Redding,40.577413,-122.412542, 100
Redding,40.586505700000004,-122.3985896, 100
Twain Harte,38.03836099999999,-120.230081, 100
Stockton,38.0194758,-121.3239861, 100
Oakdale,37.7681262,-120.8433699, 100
Fair Oaks,38.663914,-121.243808, 100
Stockton,37.9867984,-121.3212953, 100
Sacramento,38.6612288,-121.3464225, 100
Stockton,37.9643519,-121.336973, 100
Folsom,38.70668149999999,-121.1702724, 100
Modesto,37.6578126,-120.9579118, 100
Citrus Heights,38.707735,-121.314982, 100
Stockton,38.0042352,-121.352417, 100
Sacramento,38.5617941,-121.33543, 100
Carmichael,38.6176761,-121.3453274, 100
Orangevale,38.6915776,-121.255053, 100
Turlock,37.5158059,-120.8484125, 100
Manteca,37.81801919999999,-121.2178355, 100
Citrus Heights,38.6783317,-121.3206506, 100
Antioch,37.982477,-121.765363, 100
Napa,38.301256,-122.310814, 100
Millbrae,37.6020855,-122.3923757, 100
San Francisco,37.780882,-122.474169, 100
San Leandro,37.6910189,-122.152891, 100
Tracy,37.723082,-121.532254, 100
Alamo,37.8474001,-122.0308397, 100
El Cerrito,37.9102604,-122.299498, 100
Tracy,37.754196,-121.4325446, 100
San Francisco,37.742666,-122.490045, 100
Mill Valley,37.8985431,-122.5376224, 100
Napa,38.2803153,-122.2653379, 100
Sacramento,38.579557199999996,-121.4882219, 100
Dublin,37.70581689999999,-121.9222574, 100
Concord,37.9782646,-121.9939511, 100
San Francisco,37.7895975,-122.4042789, 100
Menlo Park,37.4557474,-122.1829261, 100
Daly City,37.6929808,-122.4742165, 100
Oakland,37.834671900000004,-122.2121825, 100
South San Francisco,37.6496627,-122.4689549, 100
Big Bear Lake,34.2439029,-116.8979265, 100
Palm Springs,33.845124,-116.546003, 100
Riverside,33.977114,-117.339503, 100
West Covina,34.07485,-117.9081885, 100
Apple Valley,34.54020089999999,-117.2708072, 100
Redlands,34.0560368,-117.1569106, 100
Big Bear Lake,34.242977,-116.887908, 100
Fullerton,33.9100977,-117.8807741, 100
San Bernardino,34.1917566,-117.3605948, 100
Fullerton,33.8700498,-117.9673462, 100
Rowland Heights,33.976148,-117.909411, 100
Glendora,34.113606,-117.872192, 100
Fullerton,33.85981,-117.9250115, 100
Anaheim,33.8651924,-117.8630427, 100
West Covina,34.050466,-117.908465, 100
Duarte,34.1371981,-117.9858837, 100
Crestline,34.2439264,-117.2765662, 100
San Bernardino,34.066269,-117.278348, 100
Baldwin Park,34.0673154,-117.9920759, 100
West Covina,34.0022378,-117.8817727, 100
Arcadia,34.1286178,-118.055048, 100
Arcadia,34.1292445,-118.0307235, 100
Rancho Palos Verdes,33.7491379,-118.40723, 100
Los Angeles,34.0737723,-118.2077664, 100
Temple City,34.1132845,-118.0733839, 100
El Monte,34.075573,-118.008123, 100
Westminster,33.7309281,-117.97262979999999, 100
La Cañada Flintridge,34.204859,-118.200456, 100
West Covina,34.07485,-117.9081885, 100
Pasadena,34.1581581,-118.1321721, 100
Alhambra,34.080498,-118.122697, 100
Rosemead,34.069459,-118.090162, 100
Los Angeles,34.1058069,-118.1994905, 100
Los Angeles,34.1390349,-118.2089479, 100
Los Angeles,34.0590842,-118.3766319, 100
Fullerton,33.8700498,-117.9673462, 100
Long Beach,33.8350173,-118.1889413, 100
Alhambra,34.0680924,-118.1496024, 100
Monrovia,34.1508649,-118.0078563, 100
Paso Robles,35.6386956,-120.6926463, 100
Pismo Beach,35.1366686,-120.6384191, 100
San Luis Obispo,35.2914198,-120.6600812, 100
Atascadero,35.47704,-120.6563024, 100
Arroyo Grande,35.1189506,-120.5909287, 100
San Luis Obispo,35.2841859,-120.6567401, 100
Santa Maria,34.9724707,-120.4350958, 100
Lompoc,34.6603114,-120.458203, 100
San Luis Obispo,35.2780324,-120.6643654, 100
