34.57611; -117.43278
34.57611; -117.43278
34.15333; -118.76167
37.75611; -122.27444
37.88694; -122.29778
34.08194; -118.13500
33.57500; -117.72556
33.57500; -117.72556
41.48722; -120.54250
41.48722; -120.54250
38.41944; -120.82417
38.41944; -120.82417
38.16806; -122.25250
38.16806; -122.25250
33.83611; -117.88972
33.836165; -117.889769
40.45222; -122.29667
40.452092; -122.296560
38.06833; -120.53972
38.06833; -120.53972
38.00500; -121.80583
38.00500; -121.80583
34.517; -117.217
34.517; -117.217
34.13278; -118.03639
40.86639; -124.08278
35.12083; -120.58667
35.12083; -120.58667
33.86722; -118.08056
33.86722; -118.08056
35.20917; -118.82833
35.48417; -120.67250
37.45861; -122.20000
37.458615; -122.200099
37.34778; -120.60917
38.89861; -121.07444
38.898671; -121.074399
33.34083; -118.32778
36.00417; -120.12889
36.00417; -120.12056
34.13056; -117.90694
34.13056; -117.90694
35.367; -119.017
34.08278; -117.97167
33.93167; -116.89750
33.93167; -116.89750
34.900; -117.017
33.92417; -116.97361
33.92417; -116.97361
33.9436270; -116.9808594
33.9461263; -116.8786326
33.983; -118.183
33.96806; -118.15611
33.96806; -118.15611
33.88806; -118.12750
33.888165; -118.127604
37.51806; -122.29167
37.51806; -122.29167
37.87278; -122.46444
37.87278; -122.46444
38.06333; -122.15611
37.87167; -122.27278
37.87167; -122.27472
34.07306; -118.39944
34.24139; -116.90333
34.24139; -116.90333
39.41389; -121.71028
39.41389; -121.71028
37.3635; -118.3951
40.88278; -123.98389
33.61028; -114.59639
33.6308572; -114.6007904
34.14944; -117.97444
34.14944; -117.97444
32.97861; -115.53028
33.92333; -117.88889
37.93194; -121.69583
37.68083; -122.41917
34.61417; -120.19389
34.61417; -120.19389
33.85611; -118.00417
33.85611; -118.00417
34.18028; -118.32833
37.58333; -122.36361
34.13833; -118.66083
32.67889; -115.49889
Bareword found where operator expected at -e line 1, near "/class="geo">(.*?)<\/span/_City"
	(Missing operator before _City?)
syntax error at -e line 1, near "/class="geo">(.*?)<\/span/_City"
Execution of -e aborted due to compilation errors.
33.98806; -117.04306
33.12556; -115.51417
33.12556; -115.51417
38.58139; -122.58278
34.233; -119.033
34.233; -119.033
37.28389; -121.95500
33.68417; -117.25556
36.97639; -121.95472
36.97639; -121.95472
33.12194; -117.29694
36.55528; -121.92333
34.39917; -119.51639
33.83972; -118.25972
33.80778; -116.46472
37.60139; -120.95722
33.86833; -118.06750
33.86833; -118.06750
39.74000; -121.83556
39.74250; -121.85000
34.01778; -117.69000
34.01778; -117.69000
33.97528; -117.72306
33.975267; -117.723054
37.117; -120.267
37.117; -120.267
32.62778; -117.04806
38.700; -121.283
38.700; -121.283
34.11000; -117.71972
34.11000; -117.71972
37.94111; -121.93583
38.95833; -122.62639
38.79917; -123.01722
36.82528; -119.70306
33.67944; -116.17444
33.679522; -116.174488
36.13972; -120.36028
39.09722; -120.95389
39.09722; -120.95389
37.67889; -122.45556
34.06500; -117.32167
34.06500; -117.32167
39.21444; -122.00944
39.21444; -122.00944
34.00056; -118.15472
34.00056; -118.15472
33.89667; -118.22500
33.89667; -118.22500
37.97806; -122.03111
37.97806; -122.03111
36.09806; -119.56028
36.09806; -119.56028
39.92611; -122.18056
39.92611; -122.18056
33.867; -117.567
33.867; -117.567
33.8691826; -117.5464378
32.67806; -117.17250
37.92556; -122.52750
33.66500; -117.91222
38.32778; -122.70917
38.34325; -122.74166
34.09167; -117.87917
34.09167; -117.87917
41.75583; -124.20167
33.96417; -118.18250
33.964214; -118.182575
34.00778; -118.40083
34.00778; -118.40083
37.31750; -122.04194
37.31750; -122.04194
33.81833; -118.03917
33.81833; -118.03917
37.68639; -122.46833
33.46722; -117.69806
37.82167; -122.00000
38.55389; -121.73806
38.56722; -121.88667
32.95500; -117.26389
36.59333; -121.83500
36.59333; -121.83500
35.76889; -119.24694
35.75417; -119.28528
33.96111; -116.50806
34.00167; -117.82083
34.00167; -117.82083
36.54500; -119.38917
36.54500; -119.38917
38.44917; -121.82694
38.44917; -121.82694
38.449108; -121.826872
41.96500; -121.91889
41.96500; -121.91889
36.983; -120.633
36.983; -120.633
33.93806; -118.13083
33.93806; -118.13083
33.9471; -118.1182
34.14028; -117.96167
34.140416; -117.961678
37.70222; -121.93583
41.22167; -122.27306
41.22167; -122.27306
37.46694; -122.13972
37.46694; -122.13972
33.96306; -117.56389
32.79833; -116.96000
32.79833; -116.96000
32.79194; -115.56306
32.79194; -115.56306
37.91583; -122.31167
34.07333; -118.02750
34.07333; -118.02750
33.92139; -118.40611
33.92139; -118.40611
38.43833; -121.38194
37.83139; -122.28528
33.04444; -117.27167
33.04444; -117.27167
37.7917; -120.9917
33.12472; -117.08083
41.45722; -122.89694
41.45722; -122.89694
40.80194; -124.16361
40.79000; -124.16278
36.29417; -119.14278
36.29417; -119.14278
37.98722; -122.58889
38.25778; -122.05417
36.30111; -119.20750
36.30111; -119.20750
